user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
00wuyu00,-,-,-,40,C++,-,38,-,0,-,-,-1,0,-,-,11464,-,-,-,-
0673nC,-,-,-,80,C++,-,65,-,0,-,-,-1,3,-,-,23296,-,-,-,-
0x0,0,0.24,0.00,6,Java,-,54,0,0,0,0,0,5,64,0,2361,-,-,47056,0.25
0x42,0,0.15,0.00,28,Java,-,80,0,0,0,0,0,0,72,0,2860,-,-,51084,0.15
1311126312,0,0.02,0.00,2,Python,2.7,19,0,0,0,0,0,0,8,0,1125,-,-,6540,0.01
13k,-,-,-,23,Python,3.5,47,-,0,-,-,1,2,-,-,-,-,File or Dir not found,-,-
2011026137,-,-,-,0,C++,-,64,-,0,-,-,-1,0,-,-,10672,-,-,-,-
213r,0,0.03,0.01,4,Python,2.7,19,8,0,0,0,0,2,0,0,1189,-,-,19620,0.02
2rf,0,0.04,0.00,27,Java,-,165,0,0,0,0,1,7,64,0,4677,-,jav,21528,0.04
3230391,-,-,-,48,C++,-,48,-,0,-,-,-1,0,-,-,8992,-,-,-,-
4ameleon,0,5.25,0.00,14,C#,-,70,0,0,0,0,0,0,0,0,5120,-,-,25724,5.24
66CCFF,0,0.00,0.00,9,Python,2.7,46,0,0,0,0,0,2,16,0,1755,-,-,6472,0.00
74th,0,0.01,0.00,13,Python,2.7,26,8,0,0,0,0,4,0,0,1037,-,-,6464,0.00
ACMonster,-,-,-,66,C++,-,51,-,0,-,-,-1,1,-,-,9824,-,-,-,-
ACube,-,-,-,74,C++,-,48,-,0,-,-,-1,0,-,-,17568,-,-,-,-
ADJA,-,-,-,73,C++,-,54,-,0,-,-,-1,0,-,-,21504,-,-,-,-
AEtheReal,-,-,-,8,C++,-,66,-,0,-,-,-1,0,-,-,9376,-,-,-,-
AK93,-,-,-,47,C++,-,38,-,0,-,-,-1,0,-,-,10808,-,-,-,-
ALPC92,-,-,-,6,C++,-,140,-,0,-,-,-1,8,-,-,25440,-,Timeout,-,-
